"stop_id","stop_code","stop_name","stop_lon","stop_lat"
"NTNGPCS",NA,"EASTCROFT DOWN SIDINGS",-1.13506, 52.94748
"NTNGSLC",NA,"SNEINTON L.C.",-1.1291, 52.94724
"NTNGWOL",NA,"WOOLLATON",-1.28266, 52.94111
"NTRCLGH",NA,"NTHRCLU",-3.38118, 55.1599
"NTRDST",NA,"DARLTN HOPETOWN ISU (S&TE)",-1.55662, 54.53607
"NUNHEDJ",NA,"NUNHEAD JN",-0.0531, 51.46693
"NWALBPL",NA,"NORTH WALSHAM GBRF",1.38623, 52.8139
"NWALSHL",NA,"NORTH WALSHAM SHELL U.K.",1.38627, 52.81384
"REDGWYD",NA,"READING WEST JN. N.Y.",-0.99023, 51.46157
"REDH316",NA,"REDHILL SIGNAL T1316",-0.16668, 51.23562
"REDH322",NA,"REDHILL SIGNAL T1322",-0.16764, 51.23787
"REDH483",NA,"REDHILL SIG. T483",-0.16316, 51.24388
"REDH487",NA,"REDHILL SIGNAL T487",-0.16562, 51.24006
"REDH502",NA,"REDHILL SIGNAL T502",-0.1669, 51.23676
"REDHDS",NA,"REDHILL DOWN SIDING",-0.16214, 51.24537
"REDHLGS",NA,"REDHILL LONG SDG",-0.16228, 51.24538
"REDHLS",NA,"REDHILL L.H.S.",-1.46166, 50.91563
"REDHPOD",NA,"REDHILL R.E.S.",-0.16562, 51.24006
"REDHTBS",NA,"REDHILL (TONBDG B. RECP.)",-0.16562, 51.24006
"REDHUGL",NA,"REDHILL UP TONBRIDGE SIDIN",-0.16691, 51.23679
"REDHY",NA,"REDHILL GOODS LOOP",-1.46166, 50.91563
"REDMTMC",NA,"REDMIRE TARMAC",-1.93033, 54.31919
"REDPJN",NA,"RED POST JN",-1.52556, 51.20437
"REIG17",NA,"REIGATE SHUNT SIGNAL 17",-0.204, 51.2419
"REIGCHS",NA,"REIGATE C.H.S.",-0.204, 51.2419
"RENIBKS",NA,"RENISHAW PARK HJ BANKS",-1.34179, 53.28954
"RENIFHH",NA,"RENISHAW PARK (FLHH)",-1.34179, 53.28953
"RESOLVN",NA,"RESOLVEN",-3.6955, 51.71021
"REST402",NA,"RESTON SIGNAL EG402",-2.04132, 55.81365
"REST403",NA,"RESTON SIGNAL EG403",-2.04132, 55.81365
"RESTON",NA,"RESTON",-2.17513, 55.84587
"RESTONC",NA,"RESTON DOWN C.E.",-2.19888, 55.85126
"RESTOUC",NA,"RESTON UP C.E.",-2.19878, 55.85142
"RGNTSRX",NA,"REGENTS ROAD L.C.",-3.00632, 53.44934
"RHYLCE",NA,"RHYL CIVIL ENGINEERS SDG",-3.48892, 53.31814
"RHYMSDS",NA,"RHYMNEY SIDINGS",-3.28945, 51.7586
"RIBLHVQ",NA,"RIBLEHEAD (VIRTUAL QUARRY)",-2.3581, 54.20464
"RICCRTN",NA,"RICCARTON",-4.49328, 55.59704
"RICH398",NA,"RICHMOND SIGNAL F398",-0.29723, 51.46362
"TREHSDS",NA,"TREHERBERT SIDING",-3.53531, 51.67159
"TRELEWS",NA,"TRELEWIS",-3.29579, 51.66912
"TREMANS",NA,"TREMAINS",-3.55846, 51.50273
"TRENT",NA,"TRENT EAST JN",-1.26475, 52.88501
"TRENTJ",NA,"TRENT SOUTH JN",-1.26726, 52.87648
"TRFDEUG",NA,"TRAFFORD PK EURO TML GBRF",-2.30454, 53.45761
"TRFDEUT",NA,"TRAFFORD PARK EURO TERM",-2.30454, 53.45761
"TRFDFLF",NA,"TRAFFORD PARK SDGS (FLF)",-3.94107, 58.25884
"TRFDFLI",NA,"TRAFFORD PARK I.F.T.(FLIM)",-2.30054, 53.46163
"TRFDFLT",NA,"TRAFFORD PARK F.L.T.",-2.30044, 53.46164
"TRFDGBR",NA,"TRAFFORD PK RECEP GBRF",-2.30026, 53.46166
"TRFDIFT",NA,"TRAFFORD PARK I.F.T.",-2.30433, 53.45769
"TRFDPEJ",NA,"TRAFFORD PARK EAST JN",-2.28861, 53.46263
"TRFDPES",NA,"TRAFFORD PARK EXCH SDG",-2.29844, 53.46167
"TRFDPKS",NA,"TRAFFORD PARK SDGS",-2.29538, 53.46142
"TRFDPWS",NA,"TRAFFORD PARK WEST SDGS",-2.29538, 53.46142
"TRFDSRL",NA,"TRAFFORD PARK SDGS REC LN",-2.29538, 53.46142
"TRIM619",NA,"TRIMLEY SIGNAL CO619",1.31929, 51.97671
"TRINGCE",NA,"TRING CE SDGS",-0.62109, 51.79973
"TRINGNJ",NA,"TRING NORTH JN",-0.62586, 51.80369
"TRMRGBR",NA,"TREMORFA WORKS SDGS (GBRF)",-3.13975, 51.47783
"TRMRWKS",NA,"TREMORFA WORKS",-3.13975, 51.47783
"TRNRSLA",NA,"TURNERS LANE JN.",-1.47327, 53.68166
"TRNTHAM",NA,"TRENTHAM",-2.17543, 52.97448
"TROSEXC",NA,"TROSTRE WORKS EXCHANGE SDG",-4.13441, 51.6712
"TROSTRW",NA,"TROSTRE WORKS",-4.12844, 51.67083
"TROSWKJ",NA,"TROSTRE WORKS JUNCTION",-4.11958, 51.67017
"TROWFLR",NA,"FLORDON LEVEL XING",1.23269, 52.52838
"TROWLKJ",NA,"TROWSE LAKENHAM JUNCTION",1.31258, 52.61523
"TROWSE",NA,"TROWSE",1.31258, 52.61523
"TROWSEJ",NA,"TROWSE JN",1.31152, 52.6141
"TROWSEY",NA,"TROWSE YARD REDLAND SIDING",1.31326, 52.61581
"TRSFNYD",NA,"TRAWSFYNYDD",-3.93766, 52.92771
"TRUROCE",NA,"TRURO ISU (CE)",-5.06611, 50.26399
"TRURUKF",NA,"TRURO U.K.F. M.THOMAS",-5.06878, 50.26318
"TRURYRD",NA,"TRURO YARD",-5.06878, 50.26318
"TRWLJN",NA,"TROWELL JN",-1.28826, 52.95675
"SLSB43",NA,"SALISBURY SIGNAL SY43",-1.79775, 51.07489
"SLSB52",NA,"SALISBURY SIGNAL SY52",-1.79775, 51.07489
"SLSBECS",NA,"SALISBURY EAST C.H.S.",-1.8001, 51.07237
"SLSBRCL",NA,"SALISBURY RECEPTION LINE",-1.80938, 51.07093
"SLSBRYD",NA,"SALISBURY T&R.S.M.D",-1.80764, 51.07112
"SLSBRYY",NA,"SALISBURY EAST YARD",-1.79963, 51.07278
"SLSBTJN",NA,"TUNNEL JN.",-1.78584, 51.07757
"SLSBYWE",NA,"SALISBURY WEST END",-1.79775, 51.07489
"SLTLYDS",NA,"SALTLEY EMR",-1.86545, 52.48507
"SLTLYHS",NA,"SALTLEY L.I.P.",-1.86565, 52.48594
"SLTLYPB",NA,"SALTLEY P.S.B.",-1.86667, 52.48684
"SLWDJN",NA,"SALTWOOD JN",1.0873, 51.09104
"SLYNN",NA,"SOUTH LYNN",0.39385, 52.73563
"SMEE719",NA,"SMEETH SIGNAL AD719",0.95186, 51.10794
"SMHLTUN",NA,"SOMERHILL TUNNEL",0.27772, 51.18426
"SMINCGB",NA,"SOUTHMINSTER C.E.G.B.",0.83344, 51.65755
"SMLHLAG",NA,"SMALL HEATH LAFARGE AGGR",-1.86467, 52.46506
"SMLHSTV",NA,"SMALL HEATH STVA SDGS",-1.87008, 52.46766
"SMLHTHS",NA,"SMALL HEATH SOUTH JN",-1.85216, 52.46059
"SMTHWKW",NA,"SMETHWICK JN",-1.98316, 52.50137
"SNAPE",NA,"SNAPE",1.47337, 52.17628
"SNBKJN",NA,"SHARNBROOK JN.",-0.53161, 52.22545
"SNBKOV",NA,"OAKLEY VIADUCT",-0.52211, 52.17858
"SNBKSDP",NA,"SOULDROP",-0.55919, 52.23854
"SNBKSMT",NA,"SHARNBROOK SUMMIT",-0.58123, 52.25041
"SNBKWYM",NA,"WYMINGTON TUNNEL",-0.58534, 52.2531
"SNDRBDS",NA,"SUNDERLAND BURDON DOCK SDG",-1.38243, 54.90298
"SNDRMS",NA,"SUNDERLAND MIDDLE SIDINGS",-1.38243, 54.90298
"SNDRMSB",NA,"MONKWEARMOUTH S.B.",-1.38403, 54.91312
"NWALSSG",NA,"NORTH WALSHAM STONE SDGS",1.38624, 52.81387
"NWBG",NA,"NEWBRIDGE JN",-3.398, 55.93428
"NWBGCE",NA,"NEWBRIDGE ISU (CE)",-3.39777, 55.93422
"NWBGDPL",NA,"NEWBRIDGE JN D.P.L.",-3.40377, 55.93368
"NWBIBG",NA,"NEW BIGGIN BRITISH GYPSUM",-2.54867, 54.63528
"NWBICUL",NA,"CULGAITH SIGNAL BOX LC",-2.60613, 54.65625
"NWBIDRS",NA,"NEW BIGGIN (DRS)",-2.60613, 54.65625
"NWBIGBR",NA,"NEW BIGGIN (GBRF)",-2.54864, 54.63527
"NWBIKTH",NA,"KIRKBY THORE SIGNAL BOX",-2.54968, 54.63597
"NWBIREP",NA,"NEW BIGGIN WAGON REPAIRS",-2.54845, 54.6351
"NWBIT55",NA,"KIRKBY THORE SIG. KT55",-2.54179, 54.63173
"NWCMLM",NA,"NEW CUMNOCK UP LAW MINING",-4.18609, 55.40239
"NWCMUGL",NA,"NEW CUMNOCK UP GOODS LOOP",-4.18367, 55.40232
"NWCMURS",NA,"NEW CUMNOCK U.R.S.",-4.1798, 55.40224
"NWCRTHJ",NA,"TANNERS HILL JUNCTION (NX)",-0.0253, 51.47025
"NWCSCE",NA,"NEWCASTLE FORTH ISU (CE)",-1.63072, 54.96274
"NWCSCEE",NA,"NEWCASTLE CENTRAL EAST END",-1.61381, 54.96845
"NWCSCWE",NA,"NEWCASTLE CENTRAL WEST END",-1.61909, 54.96735
"NWEMJN",NA,"NORTH WEMBLEY JN",-0.30491, 51.56458
"NWHL",NA,"NEWTONHILL",-2.14915, 57.03298
"NWHLDRS",NA,"NEWTONHILL D.R.S.",-2.1493, 57.03302
"NWHLURS",NA,"NEWTONHILL U.R.S.",-2.14915, 57.03298
"NWLANSB",NA,"NEWLAND EAST SIGNAL BOX",-2.30198, 52.14631
"NWLNDLJ",NA,"NEWLANDS LOOP JUNCTION",-3.74297, 51.54269
"NWLNDSJ",NA,"NEWLANDS JN",-3.73268, 51.5398
"NWMILSJ",NA,"NEW MILLS SOUTH JN",-1.99044, 53.35671
"NWPT273",NA,"NEWPORT SIGNAL NT1273",-3.00704, 51.56881
"NWPTCOU",NA,"NEWPORT COURTYBELLA SDGS",-3.0015, 51.57779
"NWPTDKS",NA,"NEWPORT DOCKS",-3.00225, 51.57255
"NWPTDSG",NA,"NEWPORT DOCKS (SIMSGROUP)",-3.00636, 51.57262
"NWPTFHH",NA,"NEWPORT DOCKS FLINER HH",-3.00228, 51.57254
"NWRKCEJ",NA,"NEWARK CROSSING EAST JN",-0.80398, 53.09171
"NWRKFC",NA,"NEWARK F.C.",-0.80482, 53.09063
"RIDHAMD",NA,"RIDHAM DOCK",0.75849, 51.3825
"RIDHBS",NA,"RIDHAM  SIDINGS",0.74714, 51.38548
"RIDHMPR",NA,"RIDHAM DOCK MP RECYCLING",0.76031, 51.38123
"RIGG",NA,"RIGG",-3.11697, 54.99193
"RIGTON",NA,"RIGTON S.B.",-1.56, 53.93782
"ROBSGBF",NA,"ROBESTON SDGS GBRF",-5.05905, 51.73567
"ROBSTNS",NA,"ROBESTON SDGS",-5.05905, 51.73567
"ROCK722",NA,"ROCK FERRY SIGNAL 722",-3.0128, 53.37684
"ROCK735",NA,"ROCK FERRY SIGNAL 735",-3.01103, 53.37289
"ROCKUDG",NA,"ROCK FERRY UP & DOWN GOODS",-3.01103, 53.37289
"ROMF107",NA,"ROMFORD SIGNAL L5107",0.16676, 51.57127
"ROMF438",NA,"ROMFORD SIGNAL 438",0.16676, 51.57127
"ROMF440",NA,"ROMFORD SIGNAL 440",0.17273, 51.57233
"ROMF450",NA,"ROMFORD SIGNAL L450",0.17273, 51.57233
"ROMFDGF",NA,"ROMFORD GROUND FRAME",0.18236, 51.57464
"ROMFDML",NA,"ROMFORD DOWN MAIN LOOP",0.18236, 51.57464
"ROMFDRR",NA,"ROMFORD RECP",0.17567, 51.57289
"ROMFJN",NA,"ROMFORD JUNCTION",0.17567, 51.57289
"ROMFSDG",NA,"ROMFORD ENGINEERS SIDINGS",0.17415, 51.57242
"ROMS882",NA,"ROMSEY SIGNAL E882",-1.48722, 50.99126
"ROMS883",NA,"ROMSEY SIGNAL E883",-1.48722, 50.99126
"ROMS995",NA,"ROMSEY SIGNAL E995",-1.48996, 50.99174
"ROOSPHF",NA,"PARK HOUSE FARM",-3.18827, 54.12972
"ROPLEY",NA,"ROPLEY",-1.1013, 51.08789
"ROSEST",NA,"ROSE STREET",-4.22474, 57.48245
"ROSGDGL",NA,"ROSE GROVE D.G.L.",-2.28195, 53.78633
"ROSGWJN",NA,"ROSE GROVE WEST JN",-2.28195, 53.78633
"ROSISLE",NA,"ROSEISLE D.C.L.",-3.47509, 57.66779
"ROSYFHH",NA,"ROSYTH DOCK FHH",-3.42687, 56.02281
"TRWSSBJ",NA,"TROWSE SWING BRIDGE",1.31569, 52.6188
"TTNH104",NA,"TOTTENHAM STH JN SIG L1004",-0.061, 51.58248
"TTNH305",NA,"TOTTENHAM HALE SIG L5305",-0.0598, 51.58888
"TTNHMSJ",NA,"TOTTENHAM SOUTH JN",-0.05997, 51.58187
"TUEBFHH",NA,"TUEBROOK SIDINGS (FHH)",-2.93556, 53.40405
"TUEBGBF",NA,"TUEBROOK SDGS GBRF",-2.93556, 53.40405
"TUEBRKS",NA,"TUEBROOK SIDINGS",-2.93558, 53.40405
"TULLOCE",NA,"TULLOCH C.E.",-4.70234, 56.88426
"TULS165",NA,"TULSE HILL SIGNAL VC165",-0.1033, 51.44149
"TULS178",NA,"TULSE HILL SIGNAL VC178",-0.10755, 51.43755
"TULS766",NA,"TULSE HILL SIGNAL VC766",-0.10833, 51.43773
"TULSLJ",NA,"LEIGHAM JUNCTION",-0.11215, 51.43693
"TUNSFHH",NA,"TUNSTEAD SDGS (FHH)",-1.85558, 53.2764
"TUNSGBF",NA,"TUNSTEAD SDGS GBRF",-1.85558, 53.2764
"TUNSTDS",NA,"TUNSTEAD SDGS",-1.85555, 53.27638
"TUNWTB",NA,"TUNBRIDGE WELLS TURNBACK",0.26851, 51.14003
"TUNWTJN",NA,"WELLS TUNNEL JN.",0.26851, 51.14003
"TURSDLJ",NA,"TURSDALE JN",-1.53513, 54.70985
"TURSDLS",NA,"TURSDALE SIDING",-1.53513, 54.70985
"TUXFDWJ",NA,"TUXFORD CROSSOVERS",-0.87975, 53.23024
"TVST132",NA,"PLYMOUTH GROUND SIGNAL 132",-4.07542, 50.38983
"TVST197",NA,"PLYMOUTH GROUND SIG P197",-4.07542, 50.38983
"TVST199",NA,"PLYMOUTH GROUND SIGNAL 199",-4.07542, 50.38983
"TVSTCKJ",NA,"TAVISTOCK JN",-4.07542, 50.38983
"TVSTJPD",NA,"TAVISTOCK JN PLANT DEPOT",-4.07542, 50.38983
"TWCK401",NA,"TWICKENHAM SIGNAL F401",-0.32546, 51.452
"TWCK403",NA,"TWICKENHAM SIGNAL F403",-0.32546, 51.452
"TWCK406",NA,"TWICKENHAM SIGNAL F406",-0.3335, 51.44902
"TWCKNMJ",NA,"TWICKENHAM JN",-0.33283, 51.44922
"TWEDMSB",NA,"TWEEDMOUTH S.B.",-2.01207, 55.76158
"TWEDMTH",NA,"TWEEDMOUTH F.D.",-2.00581, 55.76011
"TWERTON",NA,"TWERTON",-2.38488, 51.37967
"TWOMBTM",NA,"TWO MILE BOTTOM",0.73077, 52.44049
"TWYF112",NA,"TWYFORD SIG TR112",-0.86301, 51.47549
"TWYF307",NA,"TWYFORD SIG TR307",-0.86301, 51.47549
"TWYFDW",NA,"TWYFORD WEST",-0.87792, 51.47074
"SNDW363",NA,"SANDWELL&DUDLEY SIG NS363",-2.01014, 52.50803
"SNDYFD",NA,"SANDY FREIGHT DEPOT",-0.28113, 52.124
"SNDYPL1",NA,"SANDY SOUTH POS LIGHT P1",-0.27779, 52.1194
"SNGLSB",NA,"SINGLETON SB",-2.96122, 53.82484
"SNGWDEP",NA,"SINGLEWELL DEPOT",0.38414, 51.40679
"SNGWLP",NA,"SINGLEWELL LOOP",0.36587, 51.41246
"SNGWUS",NA,"SINGLEWELL UP SIDING",0.38308, 51.40712
"SNGWX",NA,"SINGLEWELL CROSSOVER",0.38348, 51.40709
"SNLW182",NA,"SNAILWELL GROUND FRM 1182",0.39742, 52.28322
"SNLWGBR",NA,"SNAILWELL SIDINGS GBRF",0.39742, 52.28322
"SNLWLS",NA,"SNAILWELL SDG",0.39742, 52.28322
"SNSTGF",NA,"COULSDON NORTH GRND FRAME",-0.12976, 51.3244
"SNSTJN",NA,"STOATS NEST JN.",-0.12768, 51.32642
"SNTJ",NA,"ST. JAMES (NEWCASTLE)",-1.63703, 54.96948
"SOAK",NA,"SUTTON OAK H.CHEMICALS",-2.71308, 53.43912
"SOAVEST",NA,"STRATFORD UPON AVON EAST",-1.71652, 52.19662
"SOHAM",NA,"SOHAM",0.32798, 52.3342
"SOHOCE",NA,"SOHO CE SDGS",-1.94758, 52.49498
"SOHODED",NA,"SOHO L.M.D.",-1.94327, 52.49238
"SOHOEJ",NA,"SOHO EAST JN",-1.94283, 52.49646
"SOHONJ",NA,"SOHO NORTH JN",-1.94802, 52.49518
"SOHOSJ",NA,"SOHO SOUTH JN",-1.94119, 52.49119
"SOKEJN",NA,"STOKE JN.",-0.58012, 52.83906
"SOKELBY",NA,"LITTLE BYTHAM",-0.49319, 52.74313
"SOMEGF",NA,"SOMERTON GROUND FRAME",-2.73357, 51.05264
"SOMERTN",NA,"SOMERTON ENGINEERS",-2.7337, 51.05259
"SOMEVIA",NA,"SOMERTON VIADUCT",-2.73357, 51.05264
"SOTD107",NA,"SOTON W DOCKS BERTH 109",-1.43421, 50.90703
"SOTDBH",NA,"SOTON DKS BERKELEY HANDLNG",-1.42511, 50.90346
"SOTDED",NA,"SOUTHAMPTON EASTERN DOCKS",-1.39741, 50.89277
"SOTDFLT",NA,"SOUTHAMPTON DOCKS F.L.T.",-1.43861, 50.90806
"SOTDNLU",NA,"SOUTHAMPTON W DOCKS - NLU",-1.43062, 50.90991
"SOTDWD",NA,"SOUTHAMPTON WESTERN DOCKS",-1.43862, 50.90806
"SOTDWGB",NA,"SOUTHAMPTON W DOCKS (GBRF)",-1.43856, 50.90803
"SOTHWAT",NA,"SOUTHWAITE",-2.85927, 54.80036
"SOTNHVP",NA,"SOUTHAMPTON HOVERPORT",-1.41822, 50.90633
"SOTO740",NA,"SOUTHAMPTON SIGNAL E740",-1.42184, 50.90748
"SOTO930",NA,"SOUTHAMPTON SIGNAL E930",-1.42081, 50.90741
"SOTO942",NA,"SOUTHAMPTON SIGNAL E942",-1.42081, 50.90741
"SOTODGL",NA,"SOUTHAMPTON DOWN LOOP",-1.42749, 50.90903
"SOTOEWS",NA,"SOUTHAMPTON M.C.T. EWS",-1.45571, 50.91332
"SOTOLHS",NA,"SOUTHAMPTON M.C.T. L.H.S.",-1.45564, 50.9133
"NWSTLP",NA,"NEWSTEAD LOOP",-1.22182, 53.07001
"NWTKSDG",NA,"NEWTON TURNBACK SIDING",-4.12743, 55.8189
"NWTLSCL",NA,"NEWTON SOUTH CONNECT LINE",-4.12765, 55.81896
"NWTNHDD",NA,"NEWTON HEATH T.M.D.",-2.1894, 53.50393
"NWTNHJ",NA,"NEWTON HEATH JN",-2.1894, 53.50393
"NWTOAJN",NA,"NEWTON JN_(STRATHCLYDE)",-4.62535, 55.47305
"OAKHASH",NA,"ASHWELL L.C.",-0.72651, 52.71507
"OBANGF",NA,"OBAN G.F.",-5.47657, 56.41151
"OKEWJN",NA,"OLD KEW JN",-0.29338, 51.49024
"OKNSHSJ",NA,"OAKENSHAW SOUTH JN",-1.46412, 53.66051
"OKNSHWJ",NA,"OAKENSHAW JN",-1.47147, 53.66809
"OLDDALB",NA,"OLD DALBY",-0.9924, 52.80862
"OLDDEDW",NA,"EDWALTON",-0.93258, 52.76715
"OLDOACE",NA,"OLD OAK COMMON A C E SDGS",-0.24458, 51.52653
"OLDOCCS",NA,"OLD OAK COMMON C.S.",-0.24854, 51.52465
"OLDOCWM",NA,"OOC CARRIAGE WASH",-0.24854, 51.52465
"OLDOEMR",NA,"OLD OAK COMMON EMU RECEPTN",-0.24441, 51.52452
"OLDOEMU",NA,"OLD OAK COMMON EMU DEPOT",-0.25078, 51.52327
"OLDOEWS",NA,"OLD OAK COMMON C.S. (EWS)",-0.24965, 51.52534
"OLDOHST",NA,"OLD OAK COMMON H.S.T.D.",-0.24743, 51.52397
"OLDOKCE",NA,"OLD OAK COMMON EAST",-0.23667, 51.52549
"OLDOKCW",NA,"OLD OAK COMMON WEST",-0.24116, 51.52497
"OLDOPLT",NA,"OLD OAK COMMON PLAT (TEMP)",-0.24965, 51.52534
"OLDORL",NA,"OLD OAK COMMON RECP LINE",-0.23762, 51.5255
"OLDOTMD",NA,"OLD OAK COMMON T.M.D.",-0.24473, 51.5266
"OLIVEMJ",NA,"OLIVE MOUNT JN.",-2.91828, 53.40549
"OLRTCLJ",NA,"OLLERTON COLLY.JN.",-0.99542, 53.19798
"ONIBURY",NA,"ONIBURY",-2.71408, 52.06441
"ROSYTHD",NA,"ROSYTH DOCKYARD",-3.4268, 56.0228
"ROTH750",NA,"HOLMES CURVE SIG. S750",-1.37541, 53.42788
"ROUGHC",NA,"ROUGHCASTLE",-3.85131, 55.99622
"ROUNDOK",NA,"ROUND OAK",-2.11297, 52.48964
"ROUTESX",NA,"ROUTES L.C. NO.8",1.22998, 52.02754
"ROWLDGL",NA,"ROWLEY REGIS DOWN GOODS",-2.03092, 52.47735
"ROWLUR",NA,"UP ROWLEY REGIS GOODS LOOP",-2.03092, 52.47735
"ROYAHSH",NA,"ROYAL OAK HEADSHUNT",-0.19087, 51.51896
"ROYAOSD",NA,"ROYAL OAK SIDINGS",-0.19087, 51.51896
"ROYSLP",NA,"ROYSTON (HERTS) LOOP",-0.02977, 52.05265
"ROYSSHR",NA,"ROYSTON (HERTS) SHERRIFF",-0.0365, 52.05141
"RPLANEX",NA,"RIPPLE LANE EXCH SDGS",0.11783, 51.52907
"RPLL106",NA,"RIPPLE LANE SIG106",0.09123, 51.53772
"RPLL130",NA,"RIPPLE LANE SIGNAL 1130",0.09123, 51.53772
"RPLL623",NA,"RIPPLE LANE SIGNAL 623",0.09123, 51.53772
"RPLL806",NA,"RIPPLE LANE SIGNAL 806",0.11294, 51.52978
"RPLL807",NA,"RIPPLE LANE SIGNAL 807",0.09123, 51.53772
"RPLL808",NA,"RIPPLE LANE SIGNAL 808",0.09123, 51.53772
"RPLLACT",NA,"RIPPLE LANE CTRL",0.12729, 51.52709
"RPLLASW",NA,"BARKING FREIGHT DEPOT",0.11672, 51.52977
"RPLLDBS",NA,"RIPPLE LANE FLT (DBS)",0.1169, 51.52931
"RPLLEP2",NA,"RIPPLE LANE YD BARKING EP2",0.09123, 51.53772
"RPLLESS",NA,"RIPPLE LANE EAST S.S.",0.09123, 51.53772
"RPLLFDR",NA,"RIPPLE LANE FLT (DRS)",0.10685, 51.5305
"RPLLFLT",NA,"RIPPLE LANE F.L.T.",0.10685, 51.5305
"RPLLFW6",NA,"RIPPLE LANE SIGNAL FW6",0.10685, 51.5305
"RPLLGBF",NA,"RIPPLE LANE F.L.T. (GBRF)",0.1169, 51.52931
"RPLLHGP",NA,"RIPPLE LANE H GROUP SDGS",0.11812, 51.52944
"RPLLLIP",NA,"RIPPLE LANE L.I.P.",0.09123, 51.53772
"RPLLRHD",NA,"RIPPLE LANE RAILHEAD",0.11111, 51.53108
"RPLLRRJ",NA,"RIPPLE LANE RENWICK RD JN",0.1169, 51.52931
"RPLLSTO",NA,"RIPPLE LANE STORA",0.11812, 51.52944
"RPLLWRD",NA,"RIPPLE LANE W.R.D.",0.13296, 51.52799
"RPLLWSS",NA,"RIPPLE LANE WEST S.S.",0.09123, 51.53772
"RSBYQRY",NA,"RAISBY QUARRIES",-1.50147, 54.70708
"RSEHALJ",NA,"ROSEHALL JN",-4.03145, 55.85525
"RSNGCJN",NA,"ROSSINGTON COLLIERY JN",-1.07362, 53.484
"RSNGFHH",NA,"ROSSINGTON COLLIERY (FHH)",-1.0929, 53.47919
"RSNGTCL",NA,"ROSSINGTON COLLIERY",-1.09295, 53.47912
"RSTR",NA,"RAVENSTRUTHER",-3.70527, 55.69037
"TYEGRNJ",NA,"TYE GREEN JUNCTION",0.2315, 51.8932
"TYNDRCE",NA,"UPPER TYNDRUM C.E.",-4.7025, 56.43349
"TYNE176",NA,"TYNE YARD SIG T176",-1.60278, 54.91863
"TYNE193",NA,"TYNE YARD SIG T193",-1.60278, 54.91863
"TYNEMTH",NA,"TYNEMOUTH (METRO)",-1.41949, 55.01683
"TYNEVIR",NA,"TYNE YARD VIRTUAL Q&T",-1.60072, 54.91192
"TYNEY",NA,"TYNE S.S.",-1.60172, 54.91496
"TYNEYD",NA,"TYNE YARD T.M.D.",-1.60205, 54.91276
"TYNSCFD",NA,"TYNESIDE T.C.",-1.59238, 54.96094
"TYSLRWS",NA,"ALLEN ROWLAND WORKS",-1.84328, 52.45451
"TYSLSDG",NA,"TYSELEY L.M.D.",-1.84461, 52.45602
"TYSLSJ",NA,"TYSELEY SOUTH JUNCTION",-1.84461, 52.45602
"TYSLSTM",NA,"TYSELEY STEAM TRUST",-1.84597, 52.45586
"TYSLTMD",NA,"TYSELEY T.M.D.",-1.84622, 52.45477
"TYSLUDJ",NA,"TYSELEY UP & DOWN SLOW JN",-1.84532, 52.45578
"TYSLUDS",NA,"TYSELEY UP & DWN THRO SDGS",-1.84532, 52.45578
"TYSLYJM",NA,"TYSELEY JAMES MOTOR CO",-1.84308, 52.45608
"TYTHRNG",NA,"TYTHERINGTON",-2.49481, 51.59488
"UDNGFHH",NA,"VIEWPARK SDG UDNGSTN LAFRG",-4.06957, 55.82298
"UDNGTNJ",NA,"UDDINGSTON JN",-4.0835, 55.82369
"UDNGVPK",NA,"VIEWPARK SDGS",-4.0696, 55.82299
"UFNGTN",NA,"UFFINGTON (OXFORDSHIRE)",-1.54942, 51.61211
"UFNGUDL",NA,"UFFINGTON UP & DOWN LOOPS",-1.4416, 51.61667
"UFTNXGL",NA,"UFTON CROSSING GOODS LOOP",-1.11658, 51.4141
"ULCE120",NA,"ULCEBY SIG UJ120",-0.28984, 53.61015
"ULCENJ",NA,"ULCEBY NORTH JUNCTION",-0.30081, 53.61919
"ULCESJ",NA,"ULCEBY SOUTH JUNCTION",-0.30081, 53.61919
"UPHILLJ",NA,"UPHILL JUNCTION",-2.96528, 51.32228
"UPMN852",NA,"UPMINSTER SIGNAL UR852",0.26319, 51.55819
"UPMNSDG",NA,"UPMINSTER TAMPER SIDING",0.25147, 51.5592
"SOTOMCT",NA,"SOUTHAMPTON M.C.T.",-1.45595, 50.91339
"SOTONBS",NA,"SOUTHAMPTON DOWN BAY SDG",-1.41593, 50.90754
"SOTONDG",NA,"SOUTHAMPTON DOCK GATES",-1.43849, 50.90849
"SOTONDY",NA,"SOUTHAMPTON DOWN YARD",-1.41664, 50.90735
"SOTONSF",NA,"SOUTHAMPTON STN FORECOURT",-1.41593, 50.90754
"SOTOUGL",NA,"SOUTHAMPTON UP GOODS LOOP",-1.4218, 50.90762
"SOUT087",NA,"SOUTHPORT SIGNAL 1087",-3.00174, 53.64607
"SOUT112",NA,"SOUTHPORT SIGNAL 112",-3.00269, 53.64202
"SOUT149",NA,"SOUTHPORT SIGNAL 149",-2.99546, 53.64404
"SOUTCHS",NA,"SOUTHPORT C.H.S.",-3.00027, 53.6445
"SOUTWSD",NA,"SOUTHPORT WALL SIDINGS",-3.00027, 53.6445
"SPALIT",NA,"LITTLEWORTH",-0.2121, 52.72113
"SPAROAD",NA,"SPA ROAD JN",-0.06455, 51.49416
